loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,start_date,end_date,status,name,gender,date_of_birth,age,marital_status,education_level,occupation,income,region,join_date,email,phone,score,risk_level,default
243,853,Home,33845009.83,14.82,60,2017-08-22,2022-07-27,Approved,Yan Moe,Male,1971-12-27,54,Single,High School,Driver,2095419.25,Taunggyi,2017-08-04,yan.moe@gmail.com,959134376409,782,Low,0
244,857,Car,5995528.97,10.38,12,2024-04-15,2025-04-10,Approved,Thet Htun,Female,1950-10-02,75,Single,PhD,Teacher,356218.63,Mandalay,2017-02-12,thet.htun@gmail.com,959226962200,382,High,0
245,865,Personal,71451771.53,8.19,12,2024-09-13,2025-09-08,Approved,Yin Oo,Other,1996-09-22,29,Widowed,Primary,Government Employee,2840971.14,Monywa,2024-05-13,yin.oo@gmail.com,959781555313,428,High,0
246,867,Education,15656792.95,14.77,12,2024-02-03,2025-01-28,Paid,Naing Aung,Male,1997-05-17,28,Widowed,Primary,Driver,999615.09,Yangon,2023-07-01,naing.aung@gmail.com,959230713219,706,Low,0
247,870,Personal,87615774.3,12.25,60,2022-11-28,2027-11-02,Approved,Nilar Htun,Other,1968-06-02,57,Widowed,Master,Driver,869657.16,Pathein,2022-07-17,nilar.htun@gmail.com,959832996029,625,Medium,0
248,872,Personal,63375145.58,9.89,36,2023-04-30,2026-04-14,Paid,Thet Zaw,Female,1969-05-07,56,Single,PhD,Driver,3874129.48,Mawlamyine,2019-10-27,thet.zaw@gmail.com,959661714359,386,High,0
249,877,Business,93943092.1,9.11,36,2025-03-10,2028-02-23,Approved,Su Moe,Other,1996-03-20,29,Single,Middle School,Bank Employee,3436387.17,Myitkyina,2020-05-26,su.moe@gmail.com,959639992588,673,Medium,0
250,878,Car,67198881.45,10.62,36,2021-09-19,2024-09-03,Paid,Thet Oo,Other,1953-06-13,72,Married,Primary,Farmer,3756660.7,Myitkyina,2019-09-24,thet.oo@gmail.com,959948001640,836,Low,0
251,879,Education,4759821.53,11.21,12,2018-12-24,2019-12-19,Approved,Su Lin,Other,2003-06-02,22,Single,Middle School,Tour Guide,3349296.17,Yangon,2016-10-19,su.lin@gmail.com,959490220670,792,Low,0
252,883,Personal,50711664.79,12.54,24,2023-01-20,2025-01-09,Approved,Nilar Htun,Female,1989-11-09,36,Married,High School,Teacher,867503.8,Naypyidaw,2022-11-27,nilar.htun@gmail.com,959299537396,653,Medium,0
253,884,Car,78094896.54,8.61,24,2023-01-06,2024-12-26,Approved,Khin Zaw,Female,1966-10-16,59,Married,Diploma,Business Owner,4650674.99,Yangon,2019-12-09,khin.zaw@gmail.com,959317404613,850,Low,0
254,886,Business,32480263.19,9.04,24,2020-06-01,2022-05-22,Approved,Aung Htun,Male,1968-03-20,57,Married,Primary,Tour Guide,3363252.22,Mawlamyine,2016-11-23,aung.htun@gmail.com,959637390055,670,Medium,0
255,891,Car,53417760.46,11.09,60,2021-04-28,2026-04-02,Approved,Nilar Aung,Other,1991-10-26,34,Single,Middle School,Teacher,4044080.97,Myitkyina,2021-01-24,nilar.aung@gmail.com,959666216960,763,Low,0
256,893,Personal,11446287.89,12.16,120,2023-06-15,2033-04-23,Approved,Thandar Zaw,Female,1988-03-09,37,Widowed,Primary,Teacher,3779959.36,Pathein,2023-03-08,thandar.zaw@gmail.com,959946329413,370,High,0
257,900,Education,92528735.76,13.65,36,2022-12-21,2025-12-05,Rejected,Min Oo,Male,1954-09-26,71,Single,PhD,Driver,2455320.95,Naypyidaw,2015-05-11,min.oo@gmail.com,959290049302,582,High,0
258,901,Education,33870098.64,14.96,60,2024-11-27,2029-11-01,Approved,Nilar Aung,Female,1997-03-01,28,Married,PhD,Bank Employee,4777972.67,Naypyidaw,2024-07-14,nilar.aung@gmail.com,959269460653,443,High,0
259,906,Business,87630192.92,10.42,120,2024-09-05,2034-07-15,Paid,Phyu Win,Female,1957-01-09,68,Widowed,Diploma,Business Owner,690530.16,Yangon,2024-06-26,phyu.win@gmail.com,959947756803,738,Low,0
260,911,Home,80213625.33,10.69,120,2024-05-27,2034-04-05,Defaulted,Yin Aung,Female,1998-06-21,27,Married,PhD,Bank Employee,680507.5,Taunggyi,2022-08-15,yin.aung@gmail.com,959160409345,500,High,1
261,913,Home,70379208.16,11.07,36,2022-04-10,2025-03-25,Approved,Su Zaw,Other,1976-10-28,49,Divorced,Middle School,Bank Employee,2926315.15,Mandalay,2016-05-15,su.zaw@gmail.com,959935460870,847,Low,0
262,914,Education,99496375.94,10.14,12,2023-07-22,2024-07-16,Approved,Nilar Oo,Other,1976-10-16,49,Divorced,Middle School,Fisherman,833721.09,Myitkyina,2019-10-05,nilar.oo@gmail.com,959774456344,338,High,0
263,917,Education,11397864.13,10.3,24,2021-05-19,2023-05-09,Paid,Thet Win,Other,1955-12-15,70,Widowed,Master,Fisherman,3488048.97,Pathein,2016-09-26,thet.win@gmail.com,959848934523,838,Low,0
264,920,Home,58754279.5,8.29,120,2022-05-19,2032-03-27,Approved,Htun Aung,Male,1959-01-26,66,Single,Master,Government Employee,2632745.05,Bago,2021-11-05,htun.aung@gmail.com,959918964936,836,Low,0
265,929,Home,8161601.79,12.73,60,2021-08-22,2026-07-27,Defaulted,May Zaw,Other,2001-05-22,24,Married,High School,Driver,2837373,Naypyidaw,2021-05-09,may.zaw@gmail.com,959771923585,823,Low,1
266,931,Home,12271012.55,12.99,24,2017-10-08,2019-09-28,Paid,Khin Htun,Female,1994-10-07,31,Divorced,Master,Tour Guide,1689117.29,Mawlamyine,2016-03-03,khin.htun@gmail.com,959323905137,819,Low,0
267,932,Business,6905237.62,12.85,36,2024-11-04,2027-10-20,Approved,Khin Myint,Other,1977-09-20,48,Widowed,High School,Tour Guide,827883.43,Myitkyina,2021-08-27,khin.myint@gmail.com,959505755580,716,Low,0
268,935,Home,81416510.48,10.94,36,2023-06-08,2026-05-23,Approved,Nilar Aung,Other,2001-05-01,24,Married,Primary,Teacher,2830537.78,Myitkyina,2022-11-17,nilar.aung@gmail.com,959541311859,558,High,0
269,937,Car,47762169.45,12.98,60,2020-07-09,2025-06-13,Paid,Su Zaw,Other,1970-09-16,55,Widowed,Middle School,Tour Guide,4312879.13,Taunggyi,2015-06-24,su.zaw@gmail.com,959689062962,402,High,0
270,941,Personal,7761038.66,14.3,120,2025-01-19,2034-11-28,Approved,Min Lin,Male,2000-09-15,25,Divorced,Primary,Construction Worker,3853736.05,Mandalay,2023-09-25,min.lin@gmail.com,959422603708,540,High,0
271,945,Personal,8035561.91,13.69,120,2020-04-19,2030-02-26,Approved,Thandar Lin,Female,1991-09-15,34,Single,Master,Bank Employee,4495626.67,Monywa,2020-03-19,thandar.lin@gmail.com,959416183277,424,High,0
272,947,Business,79304320.03,10.93,12,2024-09-15,2025-09-10,Approved,May Myint,Other,1949-02-13,76,Widowed,Bachelor,Doctor,4381225.82,Myitkyina,2021-07-10,may.myint@gmail.com,959751928136,818,Low,0
273,948,Personal,8821493.91,12.9,36,2020-11-30,2023-11-15,Approved,Hla Zaw,Other,1990-11-06,35,Single,PhD,Merchant,1065381.99,Yangon,2018-08-28,hla.zaw@gmail.com,959271913819,538,High,0
274,951,Education,32870024.25,9.17,12,2024-05-15,2025-05-10,Approved,Nilar Oo,Other,2006-03-16,19,Single,Bachelor,Government Employee,2855447.98,Taunggyi,2017-09-22,nilar.oo@gmail.com,959932440816,421,High,0
275,955,Car,31465989.56,12.91,120,2019-02-08,2028-12-17,Approved,Thet Hlaing,Other,2002-10-07,23,Single,Diploma,Driver,4605346.45,Mandalay,2018-04-11,thet.hlaing@gmail.com,959764213479,349,High,0
276,957,Business,59724198.77,9.25,24,2022-09-30,2024-09-19,Paid,Thet Zaw,Other,1959-12-02,66,Married,Master,Merchant,435169.82,Mandalay,2015-11-26,thet.zaw@gmail.com,959602960617,833,Low,0
277,960,Car,3684735.79,12.15,60,2022-06-07,2027-05-12,Paid,Zaw Htun,Male,1955-04-27,70,Single,Diploma,Teacher,4570087.7,Yangon,2017-04-25,zaw.htun@gmail.com,959121723632,830,Low,0
278,962,Education,21340116.82,13.74,36,2025-01-01,2027-12-17,Paid,Nilar Oo,Other,1962-11-06,63,Divorced,Primary,Teacher,984117.8,Mawlamyine,2019-06-03,nilar.oo@gmail.com,959258733962,827,Low,0
279,964,Business,57705816.04,10.94,60,2016-11-30,2021-11-04,Approved,Yan Myint,Male,1985-09-09,40,Single,Primary,Construction Worker,3887246.95,Pathein,2016-11-27,yan.myint@gmail.com,959530170428,572,High,0
280,965,Business,97390628.08,8.09,24,2023-05-19,2025-05-08,Paid,Kyaw Aung,Male,1994-04-30,31,Married,PhD,Fisherman,320345.96,Mandalay,2018-04-07,kyaw.aung@gmail.com,959686919038,496,High,0
281,966,Education,21545107.32,13.54,12,2024-02-03,2025-01-28,Paid,Yan Lin,Male,1989-05-20,36,Divorced,Master,Construction Worker,1170091.16,Mandalay,2023-08-14,yan.lin@gmail.com,959835054288,675,Medium,0
282,979,Personal,50479901.62,8.89,24,2021-07-19,2023-07-09,Approved,Su Oo,Other,1988-09-09,37,Widowed,Bachelor,Bank Employee,1836692.66,Mawlamyine,2020-10-05,su.oo@gmail.com,959418976145,507,High,0
283,991,Personal,21669689.09,13.31,24,2024-03-23,2026-03-13,Defaulted,Win Moe,Male,2000-06-01,25,Widowed,High School,Farmer,3571004.84,Sittwe,2023-10-15,win.moe@gmail.com,959479418865,688,Medium,1
284,996,Education,88870839.71,10.17,36,2023-02-05,2026-01-20,Approved,Naing Win,Male,1946-11-24,79,Single,Bachelor,Engineer,1584815.18,Sittwe,2020-12-23,naing.win@gmail.com,959975419755,740,Low,0
285,1000,Car,55028791.82,12.94,120,2020-02-17,2029-12-26,Paid,Phyu Kyaw,Other,1980-06-21,45,Widowed,High School,Bank Employee,2803780.87,Sittwe,2017-11-08,phyu.kyaw@gmail.com,959714545488,559,High,0
